Subject,Channel_Pair,Band,Coherence
H S9 EC.fif,F7-F8,Theta,0.3533934501549567
H S9 EC.fif,F7-F8,Alpha,0.13255896512622428
H S9 EC.fif,F7-F8,Beta,0.07087091827417054
H S9 EC.fif,F7-F8,Gamma,0.17573249651245942
H S9 EC.fif,F7-T4,Delta,0.006775696892446466
H S9 EC.fif,F7-T4,Theta,0.35416262606066407
H S9 EC.fif,F7-T4,Alpha,0.13543328337811514
H S9 EC.fif,F7-T4,Beta,0.06665968179222737
H S9 EC.fif,F7-T4,Gamma,0.17582417584738128
H S9 EC.fif,F7-T6,Delta,0.18096024527465235
H S9 EC.fif,F7-T6,Theta,0.4079291214394651
H S9 EC.fif,F7-T6,Alpha,0.14841822616416647
H S9 EC.fif,F7-T6,Beta,0.12103756819561101
H S9 EC.fif,F7-T6,Gamma,0.2017406359393689
H S9 EC.fif,F7-Cz,Delta,0.043544495871941966
H S9 EC.fif,F7-Cz,Theta,0.3634672146396972
H S9 EC.fif,F7-Cz,Alpha,0.12297946270588721
H S9 EC.fif,F7-Cz,Beta,0.07372518318483035
H S9 EC.fif,F7-Cz,Gamma,0.19295201564818665
H S9 EC.fif,F7-Pz,Delta,0.07491538799275907
H S9 EC.fif,F7-Pz,Theta,0.4150227581609141
H S9 EC.fif,F7-Pz,Alpha,0.23958990373061553
H S9 EC.fif,F7-Pz,Beta,0.14100098627089408
H S9 EC.fif,F7-Pz,Gamma,0.21392184657981161
H S9 EC.fif,T3-T5,Delta,0.17444580766396459
H S9 EC.fif,T3-T5,Theta,0.4655479770227896
H S9 EC.fif,T3-T5,Alpha,0.24171995723634454
H S9 EC.fif,T3-T5,Beta,0.1796605889652307
H S9 EC.fif,T3-T5,Gamma,0.21948675414761226
H S9 EC.fif,T3-Fz,Delta,0.03475088837520253
H S9 EC.fif,T3-Fz,Theta,0.35458740471709405
H S9 EC.fif,T3-Fz,Alpha,0.04242813686844297
H S9 EC.fif,T3-Fz,Beta,0.06628790890378969
H S9 EC.fif,T3-Fz,Gamma,0.22774535151684439
H S9 EC.fif,T3-Fp2,Delta,0.19712155880072216
H S9 EC.fif,T3-Fp2,Theta,0.37257500111729797
H S9 EC.fif,T3-Fp2,Alpha,0.08408664153584684
H S9 EC.fif,T3-Fp2,Beta,0.0886981977246543
H S9 EC.fif,T3-Fp2,Gamma,0.19492865900894377
H S9 EC.fif,T3-F4,Delta,0.09766986492905404
H S9 EC.fif,T3-F4,Theta,0.3634202091542762
H S9 EC.fif,T3-F4,Alpha,0.10711992875887145
H S9 EC.fif,T3-F4,Beta,0.06826646952704582
H S9 EC.fif,T3-F4,Gamma,0.18064460075953956
H S9 EC.fif,T3-C4,Delta,0.13786144135216757
H S9 EC.fif,T3-C4,Theta,0.4688789197710037
H S9 EC.fif,T3-C4,Alpha,0.14848055084016923
H S9 EC.fif,T3-C4,Beta,0.19578368686517034
H S9 EC.fif,T3-C4,Gamma,0.2870917701484642
H S9 EC.fif,T3-P4,Delta,0.13435184297208594
H S9 EC.fif,T3-P4,Theta,0.48265003140447316
H S9 EC.fif,T3-P4,Alpha,0.3849486147890305
H S9 EC.fif,T3-P4,Beta,0.24403671727426265
H S9 EC.fif,T3-P4,Gamma,0.25804021824435536
H S9 EC.fif,T3-O2,Delta,0.09850338309049313
H S9 EC.fif,T3-O2,Theta,0.4032600796835449
H S9 EC.fif,T3-O2,Alpha,0.23622578952275525
H S9 EC.fif,T3-O2,Beta,0.17056320079896928
H S9 EC.fif,T3-O2,Gamma,0.19770198344870166
H S9 EC.fif,T3-F8,Delta,0.049651944902788556
H S9 EC.fif,T3-F8,Theta,0.35228182098016664
H S9 EC.fif,T3-F8,Alpha,0.10357613414475819
H S9 EC.fif,T3-F8,Beta,0.06632922212582118
H S9 EC.fif,T3-F8,Gamma,0.17142788012526536
H S9 EC.fif,T3-T4,Delta,0.02331355174584318
H S9 EC.fif,T3-T4,Theta,0.38623422412176833
H S9 EC.fif,T3-T4,Alpha,0.21375377330573853
H S9 EC.fif,T3-T4,Beta,0.13216419678841979
H S9 EC.fif,T3-T4,Gamma,0.20893652930604745
H S9 EC.fif,T3-T6,Delta,0.11775827396928987
H S9 EC.fif,T3-T6,Theta,0.4085408677609002
H S9 EC.fif,T3-T6,Alpha,0.31377799246429317
H S9 EC.fif,T3-T6,Beta,0.17723872533137214
H S9 EC.fif,T3-T6,Gamma,0.2307056488275285
H S9 EC.fif,T3-Cz,Delta,0.04745045362431054
H S9 EC.fif,T3-Cz,Theta,0.3985254642654091
H S9 EC.fif,T3-Cz,Alpha,0.09377070210734362
H S9 EC.fif,T3-Cz,Beta,0.11525847539940721
H S9 EC.fif,T3-Cz,Gamma,0.20044976604702838
H S9 EC.fif,T3-Pz,Delta,0.038571543398361594
H S9 EC.fif,T3-Pz,Theta,0.3543985523798619
H S9 EC.fif,T3-Pz,Alpha,0.0956165242336579
H S9 EC.fif,T3-Pz,Beta,0.08267552678626536
H S9 EC.fif,T3-Pz,Gamma,0.22246224494096933
H S9 EC.fif,T5-Fz,Delta,0.23513102348864093
H S9 EC.fif,T5-Fz,Theta,0.4501564976173623
H S9 EC.fif,T5-Fz,Alpha,0.47323520310049766
H S9 EC.fif,T5-Fz,Beta,0.19821022940725821
H S9 EC.fif,T5-Fz,Gamma,0.23570878963288713
H S9 EC.fif,T5-Fp2,Delta,0.11373586704153348
H S9 EC.fif,T5-Fp2,Theta,0.39257538923740515
H S9 EC.fif,T5-Fp2,Alpha,0.41071418080376265
H S9 EC.fif,T5-Fp2,Beta,0.1210054780358553
H S9 EC.fif,T5-Fp2,Gamma,0.16807826796885814
H S9 EC.fif,T5-F4,Delta,0.270499509376605
H S9 EC.fif,T5-F4,Theta,0.5583004179725072
H S9 EC.fif,T5-F4,Alpha,0.48796798786543527
H S9 EC.fif,T5-F4,Beta,0.2609564507440684
H S9 EC.fif,T5-F4,Gamma,0.21460469404523602
H S9 EC.fif,T5-C4,Delta,0.26352525875881805
H S9 EC.fif,T5-C4,Theta,0.5374328953037139
H S9 EC.fif,T5-C4,Alpha,0.5092773990196127
H S9 EC.fif,T5-C4,Beta,0.24653226436753312
H S9 EC.fif,T5-C4,Gamma,0.26480731872324237
H S9 EC.fif,T5-P4,Delta,0.034910978794046914
H S9 EC.fif,T5-P4,Theta,0.37079755616697485
H S9 EC.fif,T5-P4,Alpha,0.13584418358332861
H S9 EC.fif,T5-P4,Beta,0.10046773335442148
H S9 EC.fif,T5-P4,Gamma,0.203696744949318
H S9 EC.fif,T5-O2,Delta,0.034056700741329014
H S9 EC.fif,T5-O2,Theta,0.29719419914446216
H S9 EC.fif,T5-O2,Alpha,0.15786542320174757
H S9 EC.fif,T5-O2,Beta,0.048719350797127206
H S9 EC.fif,T5-O2,Gamma,0.1760669824125572
H S9 EC.fif,T5-F8,Delta,0.1581160141769879
H S9 EC.fif,T5-F8,Theta,0.4647974548298591
H S9 EC.fif,T5-F8,Alpha,0.37072705221879576
H S9 EC.fif,T5-F8,Beta,0.1785812471770675
H S9 EC.fif,T5-F8,Gamma,0.19957202280792605
H S9 EC.fif,T5-T4,Delta,0.10091334850928432
H S9 EC.fif,T5-T4,Theta,0.4090971719655758
H S9 EC.fif,T5-T4,Alpha,0.4095291235341521
H S9 EC.fif,T5-T4,Beta,0.15061316988425533
H S9 EC.fif,T5-T4,Gamma,0.2001342259757447
H S9 EC.fif,T5-T6,Delta,0.023937286837516662
H S9 EC.fif,T5-T6,Theta,0.331484909590124
H S9 EC.fif,T5-T6,Alpha,0.2227525339500156
H S9 EC.fif,T5-T6,Beta,0.07940469908238666
H S9 EC.fif,T5-T6,Gamma,0.19284149179536353
H S9 EC.fif,T5-Cz,Delta,0.049439376903150145
H S9 EC.fif,T5-Cz,Theta,0.3789134593050271
H S9 EC.fif,T5-Cz,Alpha,0.365134198538373
H S9 EC.fif,T5-Cz,Beta,0.10236558402512203
H S9 EC.fif,T5-Cz,Gamma,0.1819276758726849
H S9 EC.fif,T5-Pz,Delta,0.11258985744882577
H S9 EC.fif,T5-Pz,Theta,0.34864183753030525
H S9 EC.fif,T5-Pz,Alpha,0.1617002403469932
H S9 EC.fif,T5-Pz,Beta,0.06922595952755747
H S9 EC.fif,T5-Pz,Gamma,0.18907720150833865
H S9 EC.fif,Fz-Fp2,Delta,0.1152371526368657
H S9 EC.fif,Fz-Fp2,Theta,0.4360790119801456
H S9 EC.fif,Fz-Fp2,Alpha,0.553514386233782
H S9 EC.fif,Fz-Fp2,Beta,0.23058859823502587
H S9 EC.fif,Fz-Fp2,Gamma,0.1871122763839322
H S9 EC.fif,Fz-F4,Delta,0.3717224975265191
H S9 EC.fif,Fz-F4,Theta,0.540352478778797
H S9 EC.fif,Fz-F4,Alpha,0.6135604328546158
H S9 EC.fif,Fz-F4,Beta,0.2971464420386902
H S9 EC.fif,Fz-F4,Gamma,0.19678797047584468
H S9 EC.fif,Fz-C4,Delta,0.0805581969889156
H S9 EC.fif,Fz-C4,Theta,0.3762477167732268
H S9 EC.fif,Fz-C4,Alpha,0.3432959405090067
H S9 EC.fif,Fz-C4,Beta,0.10349605499953536
H S9 EC.fif,Fz-C4,Gamma,0.23165599005271864
H S9 EC.fif,Fz-P4,Delta,0.18643378317788262
H S9 EC.fif,Fz-P4,Theta,0.3648460245142544
H S9 EC.fif,Fz-P4,Alpha,0.27190796143317586
H S9 EC.fif,Fz-P4,Beta,0.12242000911095256
H S9 EC.fif,Fz-P4,Gamma,0.1941824941170765
H S9 EC.fif,Fz-O2,Delta,0.32720751883009935
H S9 EC.fif,Fz-O2,Theta,0.434087379132291
H S9 EC.fif,Fz-O2,Alpha,0.5029103064735708
H S9 EC.fif,Fz-O2,Beta,0.25467317029550407
H S9 EC.fif,Fz-O2,Gamma,0.24099063278279892
H S9 EC.fif,Fz-F8,Delta,0.040714624881129584
H S9 EC.fif,Fz-F8,Theta,0.3647628936718824
H S9 EC.fif,Fz-F8,Alpha,0.32210627168871864
H S9 EC.fif,Fz-F8,Beta,0.12216069354791413
H S9 EC.fif,Fz-F8,Gamma,0.17300869436247276
H S9 EC.fif,Fz-T4,Delta,0.006399040639922785
H S9 EC.fif,Fz-T4,Theta,0.3325812616594409
H S9 EC.fif,Fz-T4,Alpha,0.17755821026263133
H S9 EC.fif,Fz-T4,Beta,0.070600705012071
H S9 EC.fif,Fz-T4,Gamma,0.19361766305140576
H S9 EC.fif,Fz-T6,Delta,0.20700382821141997
H S9 EC.fif,Fz-T6,Theta,0.3834654931481135
H S9 EC.fif,Fz-T6,Alpha,0.3462086417806567
H S9 EC.fif,Fz-T6,Beta,0.14802961615060442
H S9 EC.fif,Fz-T6,Gamma,0.18309931044501337
H S9 EC.fif,Fz-Cz,Delta,0.13292482572745037
H S9 EC.fif,Fz-Cz,Theta,0.445107550919214
H S9 EC.fif,Fz-Cz,Alpha,0.4635242163163426
H S9 EC.fif,Fz-Cz,Beta,0.17180268693059303
H S9 EC.fif,Fz-Cz,Gamma,0.18448457778639724
H S9 EC.fif,Fz-Pz,Delta,0.1591244655298265
H S9 EC.fif,Fz-Pz,Theta,0.38287035032109723
H S9 EC.fif,Fz-Pz,Alpha,0.22248187314791895
H S9 EC.fif,Fz-Pz,Beta,0.14268522324759436
H S9 EC.fif,Fz-Pz,Gamma,0.23584192010347546
H S9 EC.fif,Fp2-F4,Delta,0.11543274932778133
H S9 EC.fif,Fp2-F4,Theta,0.39981392184591796
H S9 EC.fif,Fp2-F4,Alpha,0.7189093737675837
H S9 EC.fif,Fp2-F4,Beta,0.16601418726056283
H S9 EC.fif,Fp2-F4,Gamma,0.1664868230091847
H S9 EC.fif,Fp2-C4,Delta,0.06622719271437137
H S9 EC.fif,Fp2-C4,Theta,0.3680331414487606
H S9 EC.fif,Fp2-C4,Alpha,0.1853702572827397
H S9 EC.fif,Fp2-C4,Beta,0.07658735389157433
H S9 EC.fif,Fp2-C4,Gamma,0.19925347364493134
H S9 EC.fif,Fp2-P4,Delta,0.17093108789137873
H S9 EC.fif,Fp2-P4,Theta,0.40251128151360205
H S9 EC.fif,Fp2-P4,Alpha,0.288392759199326
H S9 EC.fif,Fp2-P4,Beta,0.13519470860922583
H S9 EC.fif,Fp2-P4,Gamma,0.20851664644352938
H S9 EC.fif,Fp2-O2,Delta,0.10348405773990024
H S9 EC.fif,Fp2-O2,Theta,0.3006804771491796
H S9 EC.fif,Fp2-O2,Alpha,0.26607840239585906
H S9 EC.fif,Fp2-O2,Beta,0.07172270253906468
H S9 EC.fif,Fp2-O2,Gamma,0.14373805835727338
H S9 EC.fif,Fp2-F8,Delta,0.1320091513941642
H S9 EC.fif,Fp2-F8,Theta,0.40005963792465377
H S9 EC.fif,Fp2-F8,Alpha,0.6217419222979805
H S9 EC.fif,Fp2-F8,Beta,0.13564077578433745
H S9 EC.fif,Fp2-F8,Gamma,0.15463679548739553
H S9 EC.fif,Fp2-T4,Delta,0.024860065299609557
H S9 EC.fif,Fp2-T4,Theta,0.3863801790482049
H S9 EC.fif,Fp2-T4,Alpha,0.15419279789130116
H S9 EC.fif,Fp2-T4,Beta,0.07559657743570788
H S9 EC.fif,Fp2-T4,Gamma,0.16201792809427415
H S9 EC.fif,Fp2-T6,Delta,0.19443306657568532
H S9 EC.fif,Fp2-T6,Theta,0.3643119457358018
H S9 EC.fif,Fp2-T6,Alpha,0.2659350652260459
H S9 EC.fif,Fp2-T6,Beta,0.08920970742458707
H S9 EC.fif,Fp2-T6,Gamma,0.18232823541024928
H S9 EC.fif,Fp2-Cz,Delta,0.02916505576075893
H S9 EC.fif,Fp2-Cz,Theta,0.35143922661262417
H S9 EC.fif,Fp2-Cz,Alpha,0.4542029286132747
H S9 EC.fif,Fp2-Cz,Beta,0.09996545132650723
H S9 EC.fif,Fp2-Cz,Gamma,0.1705844712532834
H S9 EC.fif,Fp2-Pz,Delta,0.19786408924001359
H S9 EC.fif,Fp2-Pz,Theta,0.48910939025682265
H S9 EC.fif,Fp2-Pz,Alpha,0.19251992269679222
H S9 EC.fif,Fp2-Pz,Beta,0.20816002543913378
H S9 EC.fif,Fp2-Pz,Gamma,0.21020204351713134
H S9 EC.fif,F4-C4,Delta,0.20860128153587332
H S9 EC.fif,F4-C4,Theta,0.5037350115134928
H S9 EC.fif,F4-C4,Alpha,0.3261460024578528
H S9 EC.fif,F4-C4,Beta,0.17200763737276903
H S9 EC.fif,F4-C4,Gamma,0.1899875194468321
H S9 EC.fif,F4-P4,Delta,0.08880476499501623
H S9 EC.fif,F4-P4,Theta,0.35987694006532167
H S9 EC.fif,F4-P4,Alpha,0.2479557703944964
H S9 EC.fif,F4-P4,Beta,0.10210715056293733
H S9 EC.fif,F4-P4,Gamma,0.20959443415911502
H S9 EC.fif,F4-O2,Delta,0.25269672559837497
H S9 EC.fif,F4-O2,Theta,0.44889959814547165
H S9 EC.fif,F4-O2,Alpha,0.3261873139954759
H S9 EC.fif,F4-O2,Beta,0.20288069052352722
H S9 EC.fif,F4-O2,Gamma,0.2104553495984708
H S9 EC.fif,F4-F8,Delta,0.20663460329209893
H S9 EC.fif,F4-F8,Theta,0.4821247247120821
H S9 EC.fif,F4-F8,Alpha,0.6247461315532373
H S9 EC.fif,F4-F8,Beta,0.23289783145155385
H S9 EC.fif,F4-F8,Gamma,0.2343495664339385
H S9 EC.fif,F4-T4,Delta,0.07828421639311685
H S9 EC.fif,F4-T4,Theta,0.3875994300197906
H S9 EC.fif,F4-T4,Alpha,0.1974031915624429
H S9 EC.fif,F4-T4,Beta,0.10072192533465178
H S9 EC.fif,F4-T4,Gamma,0.1558543171397027
H S9 EC.fif,F4-T6,Delta,0.07585947307966005
H S9 EC.fif,F4-T6,Theta,0.35907324630802673
H S9 EC.fif,F4-T6,Alpha,0.3037067940816834
H S9 EC.fif,F4-T6,Beta,0.09694605903282486
H S9 EC.fif,F4-T6,Gamma,0.19384335803944486
H S9 EC.fif,F4-Cz,Delta,0.030874678173502878
H S9 EC.fif,F4-Cz,Theta,0.36933801583630566
H S9 EC.fif,F4-Cz,Alpha,0.5571217545952287
H S9 EC.fif,F4-Cz,Beta,0.09447022966804165
H S9 EC.fif,F4-Cz,Gamma,0.1840324458193175
H S9 EC.fif,F4-Pz,Delta,0.11625738115512407
H S9 EC.fif,F4-Pz,Theta,0.3583895968035872
H S9 EC.fif,F4-Pz,Alpha,0.17510112207530049
H S9 EC.fif,F4-Pz,Beta,0.09039646030214406
H S9 EC.fif,F4-Pz,Gamma,0.18689392346807507
H S9 EC.fif,C4-P4,Delta,0.05824167626865307
H S9 EC.fif,C4-P4,Theta,0.3729065736242791
H S9 EC.fif,C4-P4,Alpha,0.2215351289993975
H S9 EC.fif,C4-P4,Beta,0.10191144636162296
H S9 EC.fif,C4-P4,Gamma,0.2180572428425984
H S9 EC.fif,C4-O2,Delta,0.052204705394282576
H S9 EC.fif,C4-O2,Theta,0.33947789164752534
H S9 EC.fif,C4-O2,Alpha,0.27536165789227796
H S9 EC.fif,C4-O2,Beta,0.09691886838557268
H S9 EC.fif,C4-O2,Gamma,0.1910888449941952
H S9 EC.fif,C4-F8,Delta,0.04085631888050677
H S9 EC.fif,C4-F8,Theta,0.39502751914580014
H S9 EC.fif,C4-F8,Alpha,0.16527955088703825
H S9 EC.fif,C4-F8,Beta,0.08816897135305438
H S9 EC.fif,C4-F8,Gamma,0.18141660332377307
H S9 EC.fif,C4-T4,Delta,0.09943229839076488
H S9 EC.fif,C4-T4,Theta,0.46585108935512554
H S9 EC.fif,C4-T4,Alpha,0.45115552182739993
H S9 EC.fif,C4-T4,Beta,0.2340228523226503
H S9 EC.fif,C4-T4,Gamma,0.29795892184638995
H S9 EC.fif,C4-T6,Delta,0.03232570802872187
H S9 EC.fif,C4-T6,Theta,0.3465539763785471
H S9 EC.fif,C4-T6,Alpha,0.2551970966307646
H S9 EC.fif,C4-T6,Beta,0.07825441145230543
H S9 EC.fif,C4-T6,Gamma,0.20058407211889484
H S9 EC.fif,C4-Cz,Delta,0.16048944456890718
H S9 EC.fif,C4-Cz,Theta,0.4513813446273704
H S9 EC.fif,C4-Cz,Alpha,0.31765457952097587
H S9 EC.fif,C4-Cz,Beta,0.14892702106722733
H S9 EC.fif,C4-Cz,Gamma,0.19486816317584899
H S9 EC.fif,C4-Pz,Delta,0.004784394990614299
H S9 EC.fif,C4-Pz,Theta,0.3759147556250459
H S9 EC.fif,C4-Pz,Alpha,0.08974986423708461
H S9 EC.fif,C4-Pz,Beta,0.07996746021390186
H S9 EC.fif,C4-Pz,Gamma,0.20961236482870288
H S9 EC.fif,P4-O2,Delta,0.20466819246286844
H S9 EC.fif,P4-O2,Theta,0.4087560834897457
H S9 EC.fif,P4-O2,Alpha,0.38624970413318876
H S9 EC.fif,P4-O2,Beta,0.18870789717850756
H S9 EC.fif,P4-O2,Gamma,0.16955918229664552
H S9 EC.fif,P4-F8,Delta,0.06525220637397526
H S9 EC.fif,P4-F8,Theta,0.3524596816896686
H S9 EC.fif,P4-F8,Alpha,0.1499851217358194
H S9 EC.fif,P4-F8,Beta,0.07199541819767717
H S9 EC.fif,P4-F8,Gamma,0.18792144809959993
H S9 EC.fif,P4-T4,Delta,0.006775269904055135
H S9 EC.fif,P4-T4,Theta,0.35455812762585553
H S9 EC.fif,P4-T4,Alpha,0.14911944773495178
H S9 EC.fif,P4-T4,Beta,0.06512415663313599
H S9 EC.fif,P4-T4,Gamma,0.16855995295634887
H S9 EC.fif,P4-T6,Delta,0.3924042582808926
H S9 EC.fif,P4-T6,Theta,0.6242177846773018
H S9 EC.fif,P4-T6,Alpha,0.6070571314456286
H S9 EC.fif,P4-T6,Beta,0.3623368390722311
H S9 EC.fif,P4-T6,Gamma,0.2797739569501717
H S9 EC.fif,P4-Cz,Delta,0.00526775330361184
H S9 EC.fif,P4-Cz,Theta,0.36484792780804143
H S9 EC.fif,P4-Cz,Alpha,0.2503962364265169
H S9 EC.fif,P4-Cz,Beta,0.07167408489988444
H S9 EC.fif,P4-Cz,Gamma,0.19128843718667088
H S9 EC.fif,P4-Pz,Delta,0.2958938048077719
H S9 EC.fif,P4-Pz,Theta,0.4259028984203732
H S9 EC.fif,P4-Pz,Alpha,0.13070850073774687
H S9 EC.fif,P4-Pz,Beta,0.16694641210479
H S9 EC.fif,P4-Pz,Gamma,0.19321667979407925
H S9 EC.fif,O2-F8,Delta,0.10116651582214407
H S9 EC.fif,O2-F8,Theta,0.37230852740423725
H S9 EC.fif,O2-F8,Alpha,0.13395558480370848
H S9 EC.fif,O2-F8,Beta,0.1044909524840516
H S9 EC.fif,O2-F8,Gamma,0.19582625590378613
H S9 EC.fif,O2-T4,Delta,0.04059838691282327
H S9 EC.fif,O2-T4,Theta,0.3059116699946012
H S9 EC.fif,O2-T4,Alpha,0.06358656896992326
H S9 EC.fif,O2-T4,Beta,0.04954573741319874
H S9 EC.fif,O2-T4,Gamma,0.16421072328103176
H S9 EC.fif,O2-T6,Delta,0.24634868576323488
H S9 EC.fif,O2-T6,Theta,0.44737553701961247
H S9 EC.fif,O2-T6,Alpha,0.5638597628771886
H S9 EC.fif,O2-T6,Beta,0.2614527058596018
H S9 EC.fif,O2-T6,Gamma,0.16312701928130607
H S9 EC.fif,O2-Cz,Delta,0.05787612247505838
H S9 EC.fif,O2-Cz,Theta,0.319136553169328
H S9 EC.fif,O2-Cz,Alpha,0.3186422789863792
H S9 EC.fif,O2-Cz,Beta,0.08327548320722315
H S9 EC.fif,O2-Cz,Gamma,0.15622451548518618
H S9 EC.fif,O2-Pz,Delta,0.06562952322087912
H S9 EC.fif,O2-Pz,Theta,0.3066156906871278
H S9 EC.fif,O2-Pz,Alpha,0.12646540530778538
H S9 EC.fif,O2-Pz,Beta,0.06720634416834552
H S9 EC.fif,O2-Pz,Gamma,0.18092546501968115
H S9 EC.fif,F8-T4,Delta,0.136107295112991
H S9 EC.fif,F8-T4,Theta,0.41987442009097636
H S9 EC.fif,F8-T4,Alpha,0.2393458358896596
H S9 EC.fif,F8-T4,Beta,0.119572015727699
H S9 EC.fif,F8-T4,Gamma,0.1494217712072071
H S9 EC.fif,F8-T6,Delta,0.020218582697342235
H S9 EC.fif,F8-T6,Theta,0.33403727919453907
H S9 EC.fif,F8-T6,Alpha,0.1382179960856772
H S9 EC.fif,F8-T6,Beta,0.050504625626788535
H S9 EC.fif,F8-T6,Gamma,0.1732917433505499
H S9 EC.fif,F8-Cz,Delta,0.041532867771795594
H S9 EC.fif,F8-Cz,Theta,0.36360699566277277
H S9 EC.fif,F8-Cz,Alpha,0.33054426450666335
H S9 EC.fif,F8-Cz,Beta,0.07730885738122671
H S9 EC.fif,F8-Cz,Gamma,0.1777992083566795
H S9 EC.fif,F8-Pz,Delta,0.13895478135451966
H S9 EC.fif,F8-Pz,Theta,0.36181296252682066
H S9 EC.fif,F8-Pz,Alpha,0.13735436066101395
H S9 EC.fif,F8-Pz,Beta,0.08590543697637537
H S9 EC.fif,F8-Pz,Gamma,0.1756751848520874
H S9 EC.fif,T4-T6,Delta,0.08114166855381773
H S9 EC.fif,T4-T6,Theta,0.35471934608566785
H S9 EC.fif,T4-T6,Alpha,0.17318999119662512
H S9 EC.fif,T4-T6,Beta,0.07051666783982077
H S9 EC.fif,T4-T6,Gamma,0.1668893532089697
H S9 EC.fif,T4-Cz,Delta,0.042027239034068
H S9 EC.fif,T4-Cz,Theta,0.35354885191606117
H S9 EC.fif,T4-Cz,Alpha,0.09556673920926383
H S9 EC.fif,T4-Cz,Beta,0.0669865042227139
H S9 EC.fif,T4-Cz,Gamma,0.176950604632247
H S9 EC.fif,T4-Pz,Delta,0.0879163225583403
H S9 EC.fif,T4-Pz,Theta,0.3814242439678655
H S9 EC.fif,T4-Pz,Alpha,0.15748308237333852
H S9 EC.fif,T4-Pz,Beta,0.08270960741505635
H S9 EC.fif,T4-Pz,Gamma,0.18372266694541134
H S9 EC.fif,T6-Cz,Delta,0.06506185080336997
H S9 EC.fif,T6-Cz,Theta,0.39641540717647855
H S9 EC.fif,T6-Cz,Alpha,0.37553680523392147
H S9 EC.fif,T6-Cz,Beta,0.11108416237068051
H S9 EC.fif,T6-Cz,Gamma,0.18696711630753746
H S9 EC.fif,T6-Pz,Delta,0.03688975587948832
H S9 EC.fif,T6-Pz,Theta,0.35895705347384704
H S9 EC.fif,T6-Pz,Alpha,0.15737612857374533
H S9 EC.fif,T6-Pz,Beta,0.06857929151710937
H S9 EC.fif,T6-Pz,Gamma,0.1833781791864379
H S9 EC.fif,Cz-Pz,Delta,0.030884118466476294
H S9 EC.fif,Cz-Pz,Theta,0.3635056693958005
H S9 EC.fif,Cz-Pz,Alpha,0.16806323079026025
H S9 EC.fif,Cz-Pz,Beta,0.07696199355166299
H S9 EC.fif,Cz-Pz,Gamma,0.18908248752392953
MDD S21 EC.fif,Fp1-F3,Delta,0.12172992206500373
MDD S21 EC.fif,Fp1-F3,Theta,0.300215099573377
MDD S21 EC.fif,Fp1-F3,Alpha,0.6551226853189136
MDD S21 EC.fif,Fp1-F3,Beta,0.17180649031136527
MDD S21 EC.fif,Fp1-F3,Gamma,0.03100519404921937
MDD S21 EC.fif,Fp1-C3,Delta,0.07441949077645674
MDD S21 EC.fif,Fp1-C3,Theta,0.032765205036258155
MDD S21 EC.fif,Fp1-C3,Alpha,0.20522302748312488
MDD S21 EC.fif,Fp1-C3,Beta,0.013450368778590498
MDD S21 EC.fif,Fp1-C3,Gamma,0.004531759351462912
MDD S21 EC.fif,Fp1-P3,Delta,0.3192203919932983
MDD S21 EC.fif,Fp1-P3,Theta,0.42574272767589405
MDD S21 EC.fif,Fp1-P3,Alpha,0.5493540095506971
MDD S21 EC.fif,Fp1-P3,Beta,0.17887533938302314
MDD S21 EC.fif,Fp1-P3,Gamma,0.0832601521374214
MDD S21 EC.fif,Fp1-O1,Delta,0.31089343620838544
MDD S21 EC.fif,Fp1-O1,Theta,0.31444446987042113
MDD S21 EC.fif,Fp1-O1,Alpha,0.6139886919944866
MDD S21 EC.fif,Fp1-O1,Beta,0.13051410147702214
MDD S21 EC.fif,Fp1-O1,Gamma,0.17995968594996925
MDD S21 EC.fif,Fp1-F7,Delta,0.14815934558757118
MDD S21 EC.fif,Fp1-F7,Theta,0.4723506311499705
MDD S21 EC.fif,Fp1-F7,Alpha,0.5502744252155529
MDD S21 EC.fif,Fp1-F7,Beta,0.10563241301966893
MDD S21 EC.fif,Fp1-F7,Gamma,0.011273487299126009
MDD S21 EC.fif,Fp1-T3,Delta,0.009616881432728512
MDD S21 EC.fif,Fp1-T3,Theta,0.04891071365121821
MDD S21 EC.fif,Fp1-T3,Alpha,0.08940629247074383
MDD S21 EC.fif,Fp1-T3,Beta,0.054920119973652655
MDD S21 EC.fif,Fp1-T3,Gamma,0.020812651041330347
MDD S21 EC.fif,Fp1-T5,Delta,0.1833006674413337
MDD S21 EC.fif,Fp1-T5,Theta,0.2125378306530712
MDD S21 EC.fif,Fp1-T5,Alpha,0.4593352480932049
MDD S21 EC.fif,Fp1-T5,Beta,0.070831681143537
MDD S21 EC.fif,Fp1-T5,Gamma,0.14323922351710508
MDD S21 EC.fif,Fp1-Fz,Delta,0.11265786824404696
MDD S21 EC.fif,Fp1-Fz,Theta,0.27442774871423803
MDD S21 EC.fif,Fp1-Fz,Alpha,0.6511181254992614
MDD S21 EC.fif,Fp1-Fz,Beta,0.2533770751093517
MDD S21 EC.fif,Fp1-Fz,Gamma,0.18173960712760082
MDD S21 EC.fif,Fp1-Fp2,Delta,0.7398935132553809
MDD S21 EC.fif,Fp1-Fp2,Theta,0.7844576687230499
MDD S21 EC.fif,Fp1-Fp2,Alpha,0.8790365742633122
MDD S21 EC.fif,Fp1-Fp2,Beta,0.5406464285926841
